longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,Predicted_House_Value
-122.01,38.25,16,1081,181.0,792,184,4.6779,INLAND,152129.72455953332
-118.18,33.83,39,3622,745.0,1330,648,3.3125,NEAR OCEAN,257509.07333040674
-119.78,34.45,23,2077,306.0,705,256,6.4744,NEAR OCEAN,374605.55430895364
-118.29,34.09,35,2624,1116.0,3548,1008,2.0132,<1H OCEAN,200885.78650373296
-122.47,37.78,52,2042,378.0,1153,408,4.1856,NEAR BAY,369853.87174472003
-122.36,37.94,26,1540,343.0,1007,338,1.3365,NEAR BAY,94766.48870956637
-117.68,33.51,19,2930,428.0,1481,430,6.323,<1H OCEAN,296601.1486072029
-117.61,33.42,31,3959,856.0,1919,775,4.0313,NEAR OCEAN,297666.17033955175
-121.9,37.67,15,2130,273.0,876,285,7.2639,<1H OCEAN,342785.1725805874
-118.14,33.77,51,2812,621.0,1171,566,3.875,NEAR OCEAN,360931.5422442101
-122.42,37.77,52,1176,493.0,1136,436,1.375,NEAR BAY,246487.5384992857
-118.12,34.0,31,3281,768.0,2385,733,2.7308,<1H OCEAN,189202.02202234982
-121.43,38.58,35,5298,954.0,1933,918,3.9167,INLAND,163795.16562466737
-118.17,33.96,25,3297,1066.0,5027,1041,2.2817,<1H OCEAN,141693.4705388419
-122.13,37.72,26,2862,394.0,1030,397,7.912,NEAR BAY,400584.2580824996
-118.3,33.97,42,944,200.0,567,190,2.6311,<1H OCEAN,131152.17973310695
-121.87,37.41,24,3308,548.0,1891,544,5.6683,<1H OCEAN,240029.3591536838
-123.36,39.01,35,1551,321.0,857,288,2.7232,<1H OCEAN,100819.55222339724
-122.41,37.8,52,3260,1535.0,3260,1457,0.9,NEAR BAY,312316.0046718587
-121.99,36.99,29,3119,507.0,1476,487,5.8123,NEAR OCEAN,327127.2500737001
-119.05,35.42,35,2353,483.0,1368,455,2.325,INLAND,61424.681486196154
-116.9,34.25,16,3018,523.0,556,244,3.5288,INLAND,139504.92295301237
-118.35,33.99,48,2741,439.0,1115,459,5.0514,<1H OCEAN,274073.61719420843
-122.04,36.95,36,1862,364.0,1080,364,4.4567,NEAR OCEAN,209411.1442375707
-122.01,36.95,52,1217,325.0,508,237,2.0547,NEAR OCEAN,255688.33039328497
-122.02,37.95,25,1205,260.0,608,272,2.4519,NEAR BAY,136763.72436265004
-118.05,33.87,18,4928,773.0,2952,754,5.8855,<1H OCEAN,279818.5358692947
-116.93,32.79,19,3354,,1948,682,3.0192,<1H OCEAN,141255.1977747191
-117.22,34.12,30,2512,597.0,1390,523,2.3725,INLAND,93699.59031285135
-119.83,36.79,24,3505,819.0,2098,774,1.9575,INLAND,64063.726183200604
-118.28,33.96,34,2074,562.0,1913,514,1.6156,<1H OCEAN,109919.78673094268
-119.71,36.82,12,2144,568.0,1320,566,2.3381,INLAND,79470.50837652676
-118.27,33.96,38,977,295.0,1073,292,1.0208,<1H OCEAN,90047.57725176435
-118.26,33.89,36,2230,417.0,1395,381,2.8493,<1H OCEAN,135976.57713815462
-122.48,37.74,52,2166,423.0,1072,370,4.131,NEAR OCEAN,298831.1456073945
-118.08,34.12,34,2921,641.0,1541,562,3.6827,<1H OCEAN,218907.21409785928
-118.0,33.81,13,2782,605.0,1749,628,4.1276,<1H OCEAN,196540.52403437352
-118.2,33.98,43,1091,320.0,1418,316,2.1522,<1H OCEAN,127315.44656289872
-118.3,34.01,52,1908,428.0,1271,394,2.5885,<1H OCEAN,133505.7991309888
-122.44,37.76,38,2202,452.0,833,435,6.8939,NEAR BAY,439158.60373738507
-117.94,33.62,28,1765,390.0,832,349,6.5928,<1H OCEAN,426274.19745587086
-121.48,38.53,43,1378,280.0,708,280,2.3542,INLAND,91565.27927340125
-117.32,34.1,27,2053,461.0,1737,463,3.1213,INLAND,94469.45114117154
-122.1,37.89,21,3282,653.0,1398,601,5.2079,NEAR BAY,286401.1277755229
-117.97,33.92,24,2017,416.0,900,436,3.0,<1H OCEAN,191165.7562014902
-118.3,34.06,21,3960,1490.0,3468,1335,1.8214,<1H OCEAN,225644.05614719342
-117.91,33.72,32,2436,504.0,2839,516,4.5607,<1H OCEAN,179858.5988411286
-118.33,34.04,33,1806,444.0,1161,393,2.5927,<1H OCEAN,176248.90456106633
-121.47,38.55,52,1384,295.0,561,244,2.0242,INLAND,96493.9560728292
-117.82,33.68,3,3068,494.0,1357,486,7.9187,<1H OCEAN,343024.7627340861
-117.94,33.82,29,1422,409.0,1057,390,2.3347,<1H OCEAN,191436.47853079974
-122.28,37.86,52,938,195.0,393,189,3.8594,NEAR BAY,215161.5055750409
-117.64,33.45,27,334,56.0,130,46,4.875,NEAR OCEAN,340278.1068667849
-122.13,39.0,23,3832,774.0,2435,747,2.2754,INLAND,88094.53588182815
-118.44,34.2,28,1732,435.0,1198,417,2.9219,<1H OCEAN,179113.5751077685
-119.58,36.77,19,3225,548.0,1760,542,4.0227,INLAND,92038.66900512415
-118.28,33.99,37,1971,513.0,1673,464,1.4625,<1H OCEAN,105104.70688248207
-121.4,38.55,26,2697,398.0,1088,389,5.0,INLAND,171477.15826989044
-118.21,33.84,28,822,205.0,627,192,3.4583,<1H OCEAN,145999.88153161044
-119.01,35.36,38,1838,388.0,1203,373,1.6797,INLAND,58827.824453212655
-117.63,34.02,13,4864,729.0,2780,723,5.6168,INLAND,204762.09830565014
-118.18,33.77,36,1833,688.0,1128,620,1.1483,NEAR OCEAN,175671.84429446302
-118.32,34.02,51,2010,460.0,1355,433,2.0304,<1H OCEAN,130928.40852191368
-121.49,38.53,42,1468,281.0,571,271,3.3906,INLAND,120396.80299750113
-120.39,38.0,33,2177,404.0,891,383,3.212,INLAND,122723.91826224739
-118.21,34.05,26,745,258.0,694,236,1.3846,<1H OCEAN,151720.0059228689
-118.22,33.94,42,1046,287.0,1218,289,2.6538,<1H OCEAN,138956.48421082099
-118.19,33.91,33,915,225.0,826,212,2.7708,<1H OCEAN,133847.46067870402
-118.41,34.01,26,2503,449.0,1218,426,5.3683,<1H OCEAN,326191.5226811797
-118.12,34.14,25,3420,977.0,1718,947,3.1033,<1H OCEAN,227786.11648372817
-122.34,37.57,28,3751,949.0,1691,846,3.9728,NEAR OCEAN,416016.3085354039
-122.53,38.32,22,3577,,1371,501,5.795,<1H OCEAN,333831.23345950374
-121.62,36.43,20,1335,290.0,717,243,4.7891,<1H OCEAN,277103.59225450165
-117.87,33.72,37,2216,497.0,2445,506,3.8421,<1H OCEAN,185320.46997600375
-120.69,35.52,26,2758,571.0,1291,522,2.925,<1H OCEAN,169680.6823535209
-121.87,37.66,27,1569,242.0,583,214,5.7519,INLAND,243165.78301289605
-117.73,33.51,5,4549,786.0,1238,632,6.1785,<1H OCEAN,359297.29774235643
-121.99,37.33,35,1802,291.0,841,315,4.8365,<1H OCEAN,283287.77069016994
-122.01,37.06,19,4113,767.0,2006,732,5.1121,NEAR OCEAN,291076.5406630386
-119.64,37.61,30,2857,661.0,291,135,2.6838,INLAND,161394.79400583028
-117.23,32.75,23,2415,653.0,1275,596,3.1389,NEAR OCEAN,227694.73908292485
-117.16,32.89,5,8576,1952.0,5006,1827,4.3598,<1H OCEAN,216844.76572039604
-117.98,33.76,24,1880,405.0,967,418,4.4545,<1H OCEAN,206312.40296510726
-118.07,34.11,47,832,194.0,419,156,3.1576,<1H OCEAN,232369.6460861378
-122.45,37.78,45,2747,699.0,1320,693,3.1576,NEAR BAY,365624.4444706807
-122.22,38.08,37,2811,,1574,516,3.1053,NEAR BAY,123078.11539926853
-118.25,34.0,32,1218,342.0,1292,304,1.5781,<1H OCEAN,107298.49974634626
-121.96,36.99,23,3209,748.0,1423,666,2.7375,NEAR OCEAN,244515.6689643071
-118.28,34.25,35,2045,450.0,1166,407,3.5214,<1H OCEAN,193539.5932935902
-118.38,34.3,39,1622,355.0,903,314,4.1125,<1H OCEAN,206029.06362663003
-118.37,34.08,22,3008,938.0,1224,816,3.2149,<1H OCEAN,384475.3696043382
-121.33,38.7,15,2226,421.0,1004,417,2.7868,INLAND,115172.77268871489
-118.08,34.14,42,2690,589.0,1149,535,3.88,INLAND,289060.0617152879
-122.26,38.16,23,2840,491.0,1586,466,4.0337,NEAR BAY,153771.26035487544
-118.43,34.29,50,1181,265.0,1196,269,3.2095,<1H OCEAN,155904.69375766977
-122.44,37.76,30,5089,1210.0,1935,1139,4.6053,NEAR BAY,421474.51745949953
-120.86,37.77,28,1208,232.0,535,232,2.3523,INLAND,116652.72125116595
-117.89,33.82,21,1591,298.0,904,297,4.8906,<1H OCEAN,194979.41115792844
-121.37,38.6,36,1119,144.0,414,150,5.8336,INLAND,241687.4574413618
-118.14,33.95,42,1413,228.0,630,219,6.8564,<1H OCEAN,399849.1372632668
-122.07,37.66,21,5031,1168.0,2461,1042,3.875,NEAR BAY,253150.02537733366
-118.56,34.41,4,17313,3224.0,6902,2707,5.6798,<1H OCEAN,255019.73508651732
-121.88,37.27,24,4567,688.0,2102,695,5.6895,<1H OCEAN,257159.56523696825
-122.2,37.77,39,2689,597.0,1888,537,2.2562,NEAR BAY,104397.01675032095
-118.34,34.17,49,3033,580.0,1284,561,4.1161,<1H OCEAN,305564.5397126686
-122.43,37.61,21,10252,2595.0,4790,2428,4.1692,NEAR OCEAN,295857.91469350876
-117.99,33.68,13,4000,883.0,1999,881,4.7245,<1H OCEAN,280358.9579244462
-121.91,37.33,52,2212,563.0,1195,532,2.894,<1H OCEAN,211210.08118868218
-118.32,33.88,37,1402,254.0,722,251,6.4781,<1H OCEAN,339897.35853108787
-122.05,37.97,16,60,10.0,65,19,6.1359,NEAR BAY,168217.91420041028
-122.2,39.75,18,2603,576.0,1616,588,2.0192,INLAND,73776.54680327298
-123.85,39.42,11,1804,506.0,895,451,1.7574,<1H OCEAN,115657.47145540245
-118.9,34.2,16,6510,817.0,2304,778,7.9943,<1H OCEAN,409566.6508530277
-120.86,37.6,25,1178,206.0,709,214,4.5625,INLAND,169523.32843393149
-122.26,38.57,22,509,103.0,139,73,2.1979,INLAND,160571.2165683132
-118.36,33.9,42,1935,388.0,1136,379,4.74,<1H OCEAN,214420.73177277064
-117.57,33.9,7,3797,850.0,2369,720,3.5525,INLAND,141216.95201413368
-119.69,34.43,37,2801,497.0,1150,476,5.8311,<1H OCEAN,447084.90464909875
-121.92,36.56,39,2144,538.0,749,419,2.7039,NEAR OCEAN,344351.7225191429
-121.47,38.61,35,1372,360.0,850,328,1.6331,INLAND,79836.33602323396
-118.4,34.1,27,3979,510.0,1351,520,15.0001,<1H OCEAN,506732.5973254887
-119.87,36.83,4,4833,784.0,2088,789,5.1781,INLAND,143067.60128967863
-120.42,34.94,32,2844,551.0,1337,516,2.7188,<1H OCEAN,134387.4457184366
-121.27,38.05,26,378,75.0,164,65,3.4107,INLAND,124915.46344515649
-118.15,33.85,36,1435,249.0,606,234,4.1439,<1H OCEAN,241041.11809562988
-122.2,37.9,36,2107,287.0,740,280,10.3416,NEAR BAY,459484.94942479575
-118.16,33.78,14,1709,558.0,1939,520,1.9808,NEAR OCEAN,156992.41714620678
-122.38,37.59,49,1657,266.0,613,270,5.7837,NEAR OCEAN,433821.40974569303
-118.2,33.9,26,1000,275.0,1178,263,2.12,<1H OCEAN,120356.5564415773
-118.23,33.91,33,677,182.0,984,174,2.5893,<1H OCEAN,128946.44553224501
-121.4,38.63,31,1540,452.0,1079,444,1.8571,INLAND,92211.44215604253
-121.82,37.81,12,4711,659.0,2089,621,8.3209,INLAND,371476.4347018457
-118.29,34.08,43,3056,1345.0,3920,1304,1.925,<1H OCEAN,222942.2567773154
-118.55,34.17,36,2127,297.0,761,274,7.8392,<1H OCEAN,457033.97952842887
-117.85,33.81,32,1766,322.0,876,330,4.0417,<1H OCEAN,215594.2541263649
-117.83,33.81,28,1972,315.0,970,326,5.4298,<1H OCEAN,231305.4076256851
-122.47,37.74,52,1538,305.0,819,319,4.0846,NEAR BAY,278777.7229078731
-120.18,34.75,17,2074,382.0,1035,359,3.7958,<1H OCEAN,203960.2142200344
-116.99,33.2,17,2980,539.0,1531,505,3.1553,<1H OCEAN,152076.90951549285
-121.76,38.55,23,8800,1857.0,6330,1832,2.065,INLAND,121802.97432823083
-118.36,33.86,35,2126,434.0,1044,433,5.5456,<1H OCEAN,338800.49049453327
-119.72,36.32,40,1185,221.0,676,256,2.2721,INLAND,62880.92235030123
-117.12,32.59,28,2793,706.0,1825,676,2.6724,NEAR OCEAN,146033.60618099323
-122.26,37.54,5,3264,442.0,1607,453,9.1415,NEAR BAY,468418.1770926316
-117.58,34.1,4,6360,1584.0,3359,1396,3.5186,INLAND,145120.6950488141
-122.2,37.47,40,2959,389.0,985,365,9.9025,NEAR BAY,502394.52829757094
-116.9,34.69,10,337,102.0,108,50,0.4999,INLAND,109163.96580045714
-120.84,38.81,11,1280,286.0,609,248,3.1635,INLAND,148223.12087085133
-117.37,33.97,34,3676,697.0,2653,682,2.5804,INLAND,95174.09947261363
-117.02,32.71,30,3187,592.0,2082,631,3.5388,NEAR OCEAN,129229.81923738666
-118.21,33.92,37,1705,403.0,1839,410,2.5833,<1H OCEAN,136784.05524375415
-121.64,40.9,24,2237,434.0,834,318,1.7538,INLAND,68825.05822166223
-117.23,32.86,16,1675,354.0,604,332,5.2326,NEAR OCEAN,259895.05089792717
-122.92,38.97,20,2067,384.0,904,333,2.9934,<1H OCEAN,141306.7608486458
-118.36,34.09,34,2832,883.0,1594,843,1.7558,<1H OCEAN,257413.0390316426
-117.9,33.74,19,1566,379.0,1032,330,2.2105,<1H OCEAN,159768.62059198093
-121.02,39.27,52,3720,707.0,1424,609,3.2,INLAND,132963.19797347614
-122.19,37.76,52,2024,391.0,1030,350,2.4659,NEAR BAY,121212.61036604758
-122.15,37.67,35,2472,398.0,1171,390,5.5797,NEAR BAY,229747.7627501417
-119.18,34.16,12,460,101.0,405,103,5.2783,NEAR OCEAN,231438.57214824177
-122.53,37.93,37,1722,352.0,648,337,4.125,NEAR BAY,380793.8293916161
-117.67,33.55,6,3157,721.0,1695,710,3.7609,<1H OCEAN,222225.4116745253
-119.85,36.82,15,1387,236.0,638,195,5.5842,INLAND,124405.76968028046
-118.57,34.15,22,5791,706.0,2059,673,10.9201,<1H OCEAN,507104.28781029896
-117.88,33.83,22,3522,543.0,1706,524,6.4685,<1H OCEAN,282831.5929443261
-118.33,34.1,43,2732,1646.0,3049,1429,1.3157,<1H OCEAN,240295.15779699126
-117.8,33.75,29,3058,488.0,1197,474,5.3903,<1H OCEAN,292038.7492758545
-117.2,34.26,17,9419,1455.0,1382,459,6.2233,INLAND,209330.0666274675
-117.68,33.65,6,10395,1915.0,4783,1811,5.928,<1H OCEAN,283712.4001271315
-119.7,36.82,25,2379,540.0,1482,484,2.3173,INLAND,69578.31420065
-118.37,34.04,25,542,161.0,442,131,2.25,<1H OCEAN,163122.61354412968
-121.63,39.18,13,1907,347.0,821,367,2.0978,INLAND,97057.8712396433
-118.97,35.38,32,1361,363.0,1483,297,1.625,INLAND,52966.71829728612
-121.75,39.4,29,1687,327.0,864,334,2.4943,INLAND,74117.0145633099
-122.32,37.55,46,1437,266.0,607,263,4.8068,NEAR OCEAN,346784.08472571877
-117.94,33.93,14,999,232.0,1037,244,2.7125,<1H OCEAN,148736.2507160114
-119.42,36.35,20,1469,303.0,1031,259,1.6645,INLAND,64471.21827148796
-122.31,38.0,29,3108,534.0,1687,516,4.3333,NEAR BAY,166976.97457976584
-119.96,38.94,27,1492,393.0,717,254,1.8906,INLAND,88918.66754081796
-117.04,34.0,21,4624,852.0,2174,812,3.5255,INLAND,122761.76006787253
-117.9,33.71,15,539,71.0,287,66,6.3427,<1H OCEAN,303443.56127735967
-122.46,37.88,35,2492,409.0,812,373,8.8386,NEAR BAY,511076.7778926507
-118.34,34.19,48,814,165.0,490,176,3.1406,<1H OCEAN,218051.57457871237
-118.36,34.2,14,1878,614.0,1874,559,2.5267,<1H OCEAN,179507.55297000686
-118.18,34.02,43,887,219.0,965,217,2.625,<1H OCEAN,142061.85836714017
-119.83,36.8,24,3756,681.0,1586,739,3.8571,INLAND,107072.11169529991
-118.13,33.84,48,1895,294.0,881,293,6.3364,<1H OCEAN,296760.10849585815
-122.71,38.43,38,1689,526.0,1071,529,1.5026,<1H OCEAN,148433.64572409858
-119.72,34.43,36,1156,309.0,521,304,2.6014,<1H OCEAN,335013.92364145885
-117.88,34.12,34,912,165.0,522,150,4.0417,<1H OCEAN,168100.41120322858
-117.23,32.74,16,735,139.0,299,134,4.6354,NEAR OCEAN,187709.66622182523
-122.46,37.66,15,6082,1284.0,3861,1198,5.4221,NEAR OCEAN,272619.71480601025
-121.96,37.23,36,4423,632.0,1719,608,7.8407,<1H OCEAN,449816.7155092014
-117.14,33.16,16,1660,,733,214,5.6874,<1H OCEAN,237342.46388776405
-121.29,37.87,29,488,108.0,308,115,2.6563,INLAND,100170.40493345707
-116.05,34.12,19,301,65.0,150,56,3.125,INLAND,87072.76763596876
-118.3,33.89,30,2756,858.0,1806,787,3.0329,<1H OCEAN,211062.72562113957
-122.38,37.58,52,2039,299.0,772,303,6.471,NEAR OCEAN,486125.20051809726
-122.26,37.83,52,2432,715.0,1377,696,2.5898,NEAR BAY,220518.74453768527
-117.46,34.1,35,908,226.0,667,203,2.5833,INLAND,94888.93010980955
-121.92,37.33,52,2962,557.0,1215,506,4.7768,<1H OCEAN,308681.6124009591
-122.07,37.69,29,2304,618.0,1021,552,2.5362,NEAR BAY,186893.5152102619
-119.84,36.85,8,3791,487.0,1424,475,10.5144,INLAND,343625.1642578549
-116.52,33.81,12,12396,2552.0,2548,1265,3.4394,INLAND,154115.91216725952
-122.68,38.07,26,1445,244.0,510,207,5.6305,NEAR OCEAN,348579.3681048828
-121.67,36.67,24,3071,544.0,1477,560,3.9219,<1H OCEAN,216551.3258007356
-118.21,33.95,32,1116,328.0,1265,302,2.295,<1H OCEAN,136730.08376105226
-121.98,37.28,28,3688,633.0,1877,620,5.7251,<1H OCEAN,284156.151975402
-117.93,33.84,34,2160,298.0,852,305,6.0531,<1H OCEAN,311928.25291849155
-118.78,34.16,9,30405,4093.0,12873,3931,8.0137,NEAR OCEAN,447850.4753258453
-122.3,37.9,35,1102,308.0,688,303,2.3946,NEAR BAY,128315.01804464277
-119.23,34.42,16,630,117.0,343,100,5.75,<1H OCEAN,282766.6169149439
-122.53,41.81,21,2400,485.0,1109,443,1.7639,INLAND,63383.36660537779
-122.01,37.39,36,1976,361.0,1348,371,5.6447,<1H OCEAN,247842.87462443588
-122.34,37.94,47,2313,433.0,947,430,3.942,NEAR BAY,193095.43839569995
-121.62,36.71,24,4195,706.0,2200,647,4.3451,<1H OCEAN,206102.9402864382
-118.1,33.84,36,690,109.0,316,104,3.7813,<1H OCEAN,198695.86130544613
-122.5,37.75,45,1672,344.0,838,314,4.1419,NEAR OCEAN,286950.165220905
-118.12,34.68,12,5319,875.0,2439,779,4.6629,INLAND,155191.3460393185
-117.31,33.24,6,1580,288.0,792,265,4.0469,<1H OCEAN,207210.07243805885
-120.79,37.08,9,97,20.0,91,22,2.9063,INLAND,113143.15263843707
-121.87,37.34,52,1170,215.0,604,207,2.6667,<1H OCEAN,221640.49379366086
-117.79,33.77,21,4349,553.0,1680,519,6.9014,<1H OCEAN,301119.5838348566
-122.52,37.96,35,2012,346.0,818,352,5.2818,NEAR BAY,341014.43513228756
-118.3,33.87,27,3144,722.0,1510,680,3.1597,<1H OCEAN,251755.91230273468
-118.05,34.06,45,531,164.0,722,166,2.1406,<1H OCEAN,141778.9307771547
-118.21,34.14,44,1681,407.0,1105,387,3.2222,<1H OCEAN,210696.5135847854
-117.98,33.78,31,2825,546.0,1908,563,3.9798,<1H OCEAN,193334.46361955776
-117.15,34.04,14,2845,420.0,1172,377,7.5822,INLAND,250048.4657621361
-118.11,33.81,37,1694,280.0,776,271,6.2187,<1H OCEAN,306897.47633359587
-118.48,34.21,25,2879,723.0,2077,649,3.3864,<1H OCEAN,214320.65294038158
-118.17,33.82,52,2539,497.0,1152,488,4.1354,NEAR OCEAN,291282.46965022665
-121.22,38.4,14,2655,441.0,1277,422,4.6989,INLAND,175059.54094440571
-118.19,34.12,46,3387,820.0,2833,813,2.987,<1H OCEAN,175813.86663268937
-117.71,34.08,26,2744,494.0,1411,465,4.2639,INLAND,152160.859181199
-118.08,33.85,22,1055,204.0,682,216,6.0,<1H OCEAN,226573.68948788795
-118.4,33.87,45,2093,497.0,842,472,6.3231,<1H OCEAN,450430.1919906232
-117.4,34.04,17,1906,334.0,1550,338,3.025,INLAND,98763.03231143534
-123.5,39.67,22,2124,450.0,1122,446,2.1793,INLAND,78616.41742453695
-120.67,37.37,18,164,30.0,104,32,1.6607,INLAND,69399.75524949713
-121.48,38.54,41,3364,685.0,1841,626,2.1975,INLAND,80231.40429268095
-122.18,37.45,43,2061,437.0,817,385,4.4688,NEAR BAY,349669.03460212715
-117.01,32.76,34,3415,608.0,1464,593,4.0549,<1H OCEAN,201168.47862154245
-118.36,33.93,40,1625,500.0,2036,476,2.6298,<1H OCEAN,162383.4137187324
-122.71,38.34,22,1249,335.0,699,308,2.6033,<1H OCEAN,151460.79526073727
-118.51,34.2,35,1614,308.0,850,330,4.1806,<1H OCEAN,233139.1601548018
-118.56,34.18,36,1366,224.0,719,270,4.8264,<1H OCEAN,248031.78185307106
-122.09,37.35,30,1502,186.0,501,180,10.0259,NEAR BAY,515181.6432567396
-119.01,36.05,27,1127,294.0,839,276,1.3807,INLAND,58360.497438739956
-117.4,34.08,21,3622,667.0,2503,720,3.8531,INLAND,115865.18908822032
-118.41,34.24,38,490,101.0,402,100,3.125,<1H OCEAN,193871.56558053207
-117.9,33.74,18,1884,442.0,1915,442,2.3783,<1H OCEAN,162761.6083522076
-117.92,34.09,35,1810,318.0,1164,332,5.0123,<1H OCEAN,175533.55987641498
-122.28,37.52,29,1526,355.0,724,315,4.0313,NEAR OCEAN,318568.9783948191
-117.22,33.14,5,4576,848.0,2314,705,5.0123,NEAR OCEAN,227461.20527859087
-122.41,37.75,52,1678,386.0,1220,357,2.5809,NEAR BAY,253070.90417452395
-122.47,37.76,52,4001,809.0,1886,756,3.3239,NEAR BAY,373087.8594072447
-118.24,33.93,37,1027,258.0,824,248,1.5132,<1H OCEAN,101520.65259077212
-118.32,34.04,47,1989,532.0,1430,519,1.8333,<1H OCEAN,137863.91167463496
-120.27,37.12,17,3328,628.0,1580,619,2.9861,INLAND,111492.69885249395
-121.07,39.15,15,6828,1319.0,3002,1318,2.4726,INLAND,135069.93970261773
-122.27,37.82,43,1868,456.0,1061,407,1.5045,NEAR BAY,127803.74018749516
-120.43,37.35,15,1613,203.0,673,213,5.9378,INLAND,143540.33520117533
-122.47,37.79,52,2383,477.0,990,464,3.9688,NEAR BAY,489091.97092832567
-122.31,37.91,39,2955,696.0,1417,682,2.7628,NEAR BAY,192432.80553696924
-118.14,33.76,52,2677,642.0,1144,624,4.3889,NEAR OCEAN,384098.8906495042
-121.9,37.37,20,78,72.0,120,69,1.0938,<1H OCEAN,299384.5574487751
-118.01,33.84,28,4097,838.0,2112,803,4.5,<1H OCEAN,221075.53314462607
-117.7,33.57,4,3283,911.0,1512,782,3.3125,<1H OCEAN,208208.565073384
-119.94,38.95,25,1789,536.0,1134,396,2.32,INLAND,103986.18171103267
-121.82,37.26,10,3030,574.0,1623,589,5.1356,<1H OCEAN,257072.27518767354
-121.24,38.78,18,549,143.0,249,136,0.8691,INLAND,117209.58751121457
-122.42,37.77,52,1925,568.0,867,515,2.879,NEAR BAY,330953.26933820616
-122.3,37.9,30,1772,471.0,880,437,2.2672,NEAR BAY,168702.3938158308
-118.15,33.78,13,3056,861.0,1600,824,3.3003,NEAR OCEAN,216342.3158441688
-117.88,33.87,35,1919,349.0,1302,345,5.6409,<1H OCEAN,223708.68365395497
-118.51,33.98,40,1901,679.0,865,587,2.3417,<1H OCEAN,328660.5790840475
-121.5,38.34,36,1212,255.0,569,256,2.0048,INLAND,91132.54549281382
-117.94,33.81,25,1731,482.0,1127,455,3.256,<1H OCEAN,196142.3928859571
-118.18,33.92,32,2035,519.0,2282,480,3.2734,<1H OCEAN,144420.31737801907
-122.33,40.6,5,6383,1206.0,2965,1141,3.8103,INLAND,122986.09838480123
-121.42,38.53,37,1958,367.0,1171,366,2.8298,INLAND,86686.20085243274
-118.19,33.83,30,2246,552.0,1032,548,3.5871,NEAR OCEAN,319369.31936898624
-122.69,38.27,32,2344,434.0,1066,384,4.0313,<1H OCEAN,209556.53013572996
-118.3,34.02,42,2386,670.0,2327,661,1.6699,<1H OCEAN,141616.13154048126
-117.77,33.67,12,4329,1068.0,1913,978,4.5094,<1H OCEAN,206931.0614507391
-117.98,33.9,6,1537,347.0,506,280,4.8264,<1H OCEAN,256431.93720242873
-122.28,37.81,17,1237,462.0,762,439,0.9241,NEAR BAY,136563.90882955637
-118.76,34.26,26,1750,284.0,962,278,4.5673,<1H OCEAN,202200.95930058774
-117.94,33.89,30,2577,404.0,1076,374,6.7528,<1H OCEAN,379032.9541902095
-121.27,38.75,21,4812,1117.0,1985,1045,2.5083,INLAND,112471.46519788115
-119.31,36.34,14,2985,607.0,2250,607,2.1602,INLAND,60021.396542152965
-117.11,32.73,27,3160,627.0,1628,612,3.8864,NEAR OCEAN,164349.81138117
-118.17,34.05,45,733,178.0,715,165,2.5962,<1H OCEAN,141921.02533188037
-120.41,36.77,24,1335,312.0,1180,267,1.947,INLAND,54563.614296784974
-118.04,34.1,38,2317,451.0,1155,426,4.1488,INLAND,286418.3454406539
-117.87,33.99,21,2837,515.0,2031,555,4.9271,<1H OCEAN,198571.61280392364
-118.19,33.8,41,2125,591.0,1604,555,2.9943,NEAR OCEAN,186431.44742994767
-120.19,36.61,29,1479,338.0,1408,322,2.293,INLAND,56308.41938075369
-122.42,37.74,52,1916,432.0,889,424,4.0391,NEAR BAY,311285.25483187125
-117.65,33.48,6,1638,188.0,572,174,13.0502,<1H OCEAN,519199.4837277322
-122.03,37.55,22,9167,1373.0,4319,1404,6.992,NEAR BAY,379871.9053477347
-117.98,33.94,36,4297,717.0,2038,700,5.2851,<1H OCEAN,237000.9315773848
-122.41,37.76,52,3452,784.0,2987,753,2.8135,NEAR BAY,248418.28879922064
-118.06,34.12,34,2941,558.0,1660,576,4.5667,INLAND,264531.7977205957
-122.08,37.04,34,2800,577.0,1353,512,4.1161,NEAR OCEAN,220361.64533451022
-118.41,34.02,16,5825,1866.0,3390,1752,3.0965,<1H OCEAN,300938.11165082373
-121.46,38.66,3,3438,603.0,1602,554,3.9914,INLAND,138278.78895503597
-121.1,39.15,10,680,143.0,354,140,4.0333,INLAND,145815.9223082001
-118.32,33.83,19,3792,790.0,2105,834,5.2363,<1H OCEAN,306341.1432875881
-117.78,33.71,4,974,232.0,428,203,4.6141,<1H OCEAN,239852.61557489962
-119.71,36.8,25,875,156.0,646,166,3.0,INLAND,70893.92788159609
-121.92,37.31,13,6035,1551.0,2946,1481,4.0524,<1H OCEAN,246719.36212386395
-121.28,38.7,14,5827,1246.0,2578,1038,3.0212,INLAND,127310.58518732431
-121.82,39.75,37,2236,372.0,974,379,3.2016,INLAND,94414.12461643809
-118.37,34.08,28,4376,1202.0,1847,1128,2.6713,<1H OCEAN,335972.1485471858
-118.34,33.99,47,1107,199.0,437,178,3.7344,<1H OCEAN,187622.67257329126
-121.24,37.98,33,450,123.0,236,103,1.1964,INLAND,115480.26165827845
-122.31,38.27,34,1748,284.0,783,303,4.3585,NEAR BAY,199577.0453262015
-122.01,37.38,32,726,204.0,538,203,4.505,<1H OCEAN,228795.630399481
-118.34,34.16,44,1717,391.0,848,353,3.6111,<1H OCEAN,297210.5353412624
